id,n_numbers,range,std,count_small,count_large,count_duplicates,count_even,count_odd,count_div_2,count_div_3,count_div_5,count_div_7,count_primes,distance_simple,distance_max,distance_avg,easy_pairs,log_target,expr_depth,count_add,count_sub,count_mul,count_div,noncomm_ops,numbers,target,solution
1522,4,32,15.01943185787443,0,4,0,1,3,1,2,2,0,0,245,57,38.75,1,1.4771212547196624,3,0,1,1,1,2,"[87, 55, 75, 58]",30,((87 * (75 - 55)) / 58)
1523,4,70,31.848600178553113,1,1,0,0,4,0,2,1,0,3,67,6,33.5,1,1.8260748027008264,2,1,1,1,0,1,"[13, 73, 3, 45]",67,((13 * 3) + (73 - 45))
1524,4,51,23.58671942711265,1,1,0,2,2,2,0,0,0,3,65,4,20.5,1,1.6901960800285136,2,0,2,1,0,2,"[53, 43, 2, 16]",49,((43 * 2) - (53 - 16))
1525,3,78,40.36087214122113,1,2,0,2,1,2,3,0,2,0,138,69,36.0,2,1.1760912590556813,2,1,1,0,0,1,"[63, 84, 6]",15,(84 - (63 + 6))
1526,4,45,20.049937655763422,1,1,0,2,2,2,1,1,0,1,73,18,8.0,2,1.5440680443502757,2,1,1,1,0,1,"[8, 32, 53, 15]",35,((8 * 15) - (32 + 53))
1527,3,53,27.31910198621714,1,1,0,2,1,2,2,0,0,0,18,15,45.33333333333333,0,1.8864907251724818,2,1,1,0,0,1,"[9, 24, 62]",77,((24 - 9) + 62)
1528,4,26,12.711543310445563,2,0,0,3,1,3,0,1,1,1,50,15,2.75,4,1.1139433523068367,3,2,1,0,0,1,"[2, 28, 25, 8]",13,((2 + (28 - 25)) + 8)
1529,3,83,47.353282181210346,2,1,0,1,2,1,0,1,1,2,10,2,56.666666666666664,0,1.9542425094393248,2,1,1,0,0,1,"[88, 5, 7]",90,((88 - 5) + 7)
1530,4,15,7.615773105863909,0,4,0,2,2,2,3,1,0,0,248,33,26.0,1,1.6812412373755872,3,1,0,1,1,1,"[81, 66, 80, 69]",48,((81 / (66 + 69)) * 80)
1531,3,13,7.505553499465135,0,2,1,1,2,1,1,0,0,2,121,12,7.666666666666664,1,1.6901960800285136,2,1,0,0,1,1,"[61, 48, 61]",49,((61 / 61) + 48)
1532,4,71,32.13902093509799,1,3,0,1,3,1,2,1,0,1,120,11,35.25,0,1.9395192526186185,3,0,1,0,2,3,"[5, 57, 76, 69]",87,((76 / (57 / 69)) - 5)
1533,4,74,35.26565846069894,0,1,0,0,4,0,1,1,1,2,48,3,49.5,0,1.9138138523837167,2,2,1,0,0,1,"[21, 85, 13, 11]",82,((21 + 85) - (13 + 11))
1534,4,66,28.925190866555514,1,1,0,2,2,2,1,1,0,2,89,53,11.0,2,1.1760912590556813,3,1,1,1,0,1,"[68, 2, 19, 15]",15,(68 - ((2 * 19) + 15))
1535,3,70,37.64306044943742,1,1,0,2,1,2,1,0,0,2,11,26,69.0,1,1.9912260756924949,2,1,0,1,0,0,"[13, 72, 2]",98,((13 * 2) + 72)
1536,4,42,21.17191535974013,2,0,1,3,1,3,0,0,0,3,48,13,11.25,3,1.4913616938342726,3,1,1,1,0,1,"[2, 44, 2, 31]",31,((44 * (2 - 2)) + 31)
1537,4,50,23.62731470142132,0,1,0,1,3,1,3,1,1,0,120,30,5.25,2,1.6720978579357175,2,2,1,0,0,1,"[30, 77, 33, 27]",47,((30 + 77) - (33 + 27))
1538,3,30,15.394804318340652,1,0,0,1,2,1,0,2,2,1,38,19,2.0,2,1.2041199826559248,2,1,1,0,0,1,"[35, 14, 5]",16,(35 - (14 + 5))
1539,4,84,38.465352375005395,1,3,0,3,1,3,2,1,1,0,168,1,26.25,1,1.9590413923210936,2,2,1,0,0,1,"[84, 8, 75, 92]",91,((8 - 84) + (75 + 92))
1540,4,39,16.217274740226856,0,1,0,2,2,2,0,1,0,1,100,9,9.5,1,1.662757831681574,2,1,2,0,0,2,"[55, 16, 41, 34]",46,((55 - 16) + (41 - 34))
1541,3,23,11.532562594670797,0,0,0,1,2,1,1,0,0,1,0,45,56.0,0,1.9242792860618816,2,2,0,0,0,0,"[29, 16, 39]",84,((29 + 16) + 39)
1542,4,25,11.786291472158096,0,2,0,3,1,3,1,2,0,0,176,26,14.75,1,1.591064607026499,2,2,1,0,0,1,"[65, 62, 48, 40]",39,((65 + 62) - (48 + 40))
1543,3,45,24.90649179096352,1,1,0,1,2,1,0,0,1,1,16,41,57.333333333333336,0,1.9731278535996986,2,1,1,0,0,1,"[53, 49, 8]",94,((53 + 49) - 8)
1544,3,51,26.501572280401277,0,2,0,1,2,1,1,0,0,1,188,64,42.66666666666667,0,1.4771212547196624,2,1,1,0,0,1,"[43, 94, 81]",30,((43 - 94) + 81)
1545,4,71,32.3367695768558,0,1,0,2,2,2,2,2,2,0,70,5,42.5,0,1.9030899869919435,2,1,2,0,0,2,"[21, 30, 85, 14]",80,((30 - 21) + (85 - 14))
1546,3,31,15.524174696260024,0,1,0,2,1,2,1,1,0,1,134,48,32.0,0,1.2787536009528289,2,1,1,0,0,1,"[67, 36, 50]",19,((36 - 67) + 50)
1547,4,72,30.24896692450835,0,3,0,2,2,2,4,0,0,0,200,29,2.5,0,1.845098040014257,2,1,0,0,2,2,"[99, 78, 66, 27]",70,((78 + 27) / (99 / 66))
1548,4,73,30.858548248418945,0,1,0,3,1,3,0,2,0,1,119,27,12.25,2,1.7481880270062005,2,1,1,0,1,2,"[10, 50, 83, 32]",56,((50 / 10) + (83 - 32))
1549,3,91,47.82258880487337,1,2,0,1,2,1,1,0,0,2,158,83,46.0,0,1.0,2,0,1,0,1,2,"[93, 73, 2]",10,((93 - 73) / 2)
1550,4,76,33.53977737950368,0,2,0,3,1,3,2,0,0,0,152,27,12.25,0,1.8260748027008264,3,0,2,0,1,3,"[38, 69, 94, 18]",67,(69 - ((94 - 18) / 38))
1551,4,80,38.03068936179481,0,1,0,0,4,0,2,2,0,1,135,76,19.5,1,1.2787536009528289,3,1,1,0,1,2,"[95, 17, 27, 15]",19,(95 / ((17 - 27) + 15))
1552,3,71,39.1279950930277,1,1,0,2,1,2,1,1,0,1,10,7,52.0,0,1.919078092376074,2,1,1,0,0,1,"[12, 5, 76]",83,((12 - 5) + 76)
1553,4,14,6.582805886043833,0,4,0,2,2,2,2,1,0,0,262,2,5.0,0,1.9731278535996986,3,1,1,0,1,2,"[93, 85, 96, 82]",94,((96 / (93 - 85)) + 82)
1554,3,66,33.321664624285106,1,1,0,2,1,2,1,2,1,0,98,49,18.666666666666664,0,1.3222192947339193,2,1,1,0,0,1,"[70, 45, 4]",21,(70 - (45 + 4))
1555,3,34,17.95364401266031,0,1,0,2,1,2,0,1,0,1,148,61,40.666666666666664,0,1.1139433523068367,2,1,1,0,0,1,"[74, 47, 40]",13,((47 - 74) + 40)
1556,3,63,35.53871128783372,0,1,0,1,2,1,0,0,0,2,68,3,44.0,0,2.0,2,1,1,0,0,1,"[34, 97, 37]",100,((97 - 34) + 37)
1557,4,68,28.583211855912904,1,1,0,0,4,0,0,2,0,3,77,16,23.5,2,1.7558748556724915,2,1,1,1,0,1,"[73, 5, 31, 25]",57,((5 * 31) - (73 + 25))
1558,3,31,15.50268793897798,0,3,0,2,1,2,0,0,0,1,136,16,0.6666666666666714,1,1.8260748027008264,2,1,1,0,0,1,"[52, 83, 68]",67,((52 + 83) - 68)
1559,4,84,42.871902220452036,1,2,0,2,2,2,0,0,2,1,141,20,18.0,1,1.8512583487190752,3,0,2,1,0,2,"[26, 7, 88, 91]",71,((26 * (91 - 88)) - 7)
1560,4,38,16.859715300087366,0,0,0,3,1,3,3,2,0,0,0,49,72.75,1,1.9867717342662448,2,3,0,0,0,0,"[10, 15, 24, 48]",97,((10 + 15) + (24 + 48))
1561,4,30,13.638181696985855,0,3,0,2,2,2,1,2,2,1,171,1,9.0,2,1.8388490907372552,2,0,2,1,0,2,"[40, 67, 70, 63]",69,((40 - 63) * (67 - 70))
1562,3,4,2.0,0,0,0,3,0,3,1,0,1,0,30,20,22.0,1,1.6812412373755872,2,0,1,1,0,1,"[24, 26, 28]",48,(24 * (28 - 26))
1563,4,92,48.141285123408714,2,2,0,1,3,1,0,2,1,3,137,45,4.75,1,1.7160033436347992,2,1,1,1,0,1,"[7, 5, 97, 80]",52,((7 * 5) + (97 - 80))
1564,3,64,35.345909711497505,0,1,0,3,0,3,2,1,0,0,60,6,34.666666666666664,0,1.9138138523837167,2,1,1,0,0,1,"[24, 30, 88]",82,((24 - 30) + 88)
1565,3,47,24.758836806279895,0,2,0,1,2,1,1,0,0,2,146,37,18.0,0,1.662757831681574,2,1,1,0,0,1,"[83, 36, 73]",46,((83 + 36) - 73)
1566,4,29,13.12757911167681,2,0,0,2,2,2,2,0,0,2,46,20,2.5,2,1.0791812460476249,2,2,1,0,0,1,"[32, 3, 6, 17]",12,((32 + 3) - (6 + 17))
1568,3,55,27.537852736430512,1,1,0,1,2,1,1,0,0,2,0,37,65.33333333333334,0,1.9912260756924949,2,2,0,0,0,0,"[6, 61, 31]",98,((6 + 61) + 31)
1569,3,31,16.09347693943108,0,1,0,2,1,2,1,0,1,1,56,8,26.0,0,1.8260748027008264,2,1,1,0,0,1,"[36, 28, 59]",67,((36 - 28) + 59)
1570,3,76,42.2532050066422,0,2,0,3,0,3,2,1,2,0,104,6,21.333333333333336,1,1.9242792860618816,2,0,1,1,0,1,"[84, 14, 90]",84,(14 * (90 - 84))
1571,4,48,20.1886932051912,0,3,0,3,1,3,2,2,2,0,196,33,6.25,0,1.7558748556724915,2,2,1,0,0,1,"[90, 65, 42, 56]",57,((90 + 65) - (42 + 56))
1572,3,17,8.621678104251709,0,3,0,2,1,2,2,0,1,1,168,23,15.333333333333329,0,1.7853298350107671,2,1,1,0,0,1,"[78, 67, 84]",61,((78 + 67) - 84)
1573,4,32,13.30413469565007,0,0,0,4,0,4,0,0,2,0,93,17,1.5,3,1.462397997898956,3,0,1,1,1,2,"[14, 28, 46, 34]",29,(46 - ((14 / 28) * 34))
1574,4,50,24.055491403558285,0,2,0,0,4,0,1,2,0,2,122,15,7.0,1,1.6989700043360187,2,2,1,0,0,1,"[15, 31, 65, 61]",50,((15 + 31) + (65 - 61))
1575,3,41,22.854612955229264,0,1,0,2,1,2,2,1,1,0,84,3,23.333333333333336,0,1.8864907251724818,2,1,1,0,0,1,"[80, 42, 39]",77,((80 - 42) + 39)
1576,4,77,36.77295201639379,2,1,0,3,1,3,1,0,0,0,94,43,2.75,4,1.5440680443502757,3,2,1,0,0,1,"[4, 1, 46, 78]",35,((4 - (1 + 46)) + 78)
1577,4,87,36.32606961031338,1,2,0,1,3,1,2,1,2,1,111,4,45.75,2,1.9912260756924949,3,0,2,1,0,2,"[94, 63, 7, 45]",98,((63 - (94 - 45)) * 7)
1578,4,74,32.041639575194445,0,3,0,0,4,0,1,0,1,2,192,25,3.0,2,1.8325089127062364,3,2,1,0,0,1,"[19, 77, 93, 71]",68,((93 - (19 + 77)) + 71)
1579,4,48,21.360009363293827,1,1,0,1,3,1,0,1,1,2,37,9,38.75,2,1.806179973983887,3,2,0,0,1,1,"[7, 26, 55, 13]",64,((7 + (26 / 13)) + 55)
1580,4,49,22.647663602823727,0,2,0,3,1,3,1,1,0,0,79,14,38.75,2,1.8920946026904804,3,1,1,1,0,1,"[52, 15, 26, 64]",78,((52 + (15 - 64)) * 26)
1581,4,59,24.83780720326709,0,3,1,1,3,1,2,3,1,0,220,35,10.75,4,1.7708520116421442,3,2,1,0,0,1,"[35, 94, 75, 75]",59,((94 - (35 + 75)) + 75)
1582,4,79,36.46459470043054,2,1,0,2,2,2,1,0,0,2,94,41,6.5,2,1.6020599913279625,3,0,1,2,0,1,"[8, 2, 81, 43]",40,(8 * ((2 * 43) - 81))
1583,3,57,31.564748269760262,0,2,0,1,2,1,1,0,0,1,162,52,31.33333333333333,1,1.5314789170422551,2,1,1,0,0,1,"[29, 81, 86]",34,((29 - 81) + 86)
1584,4,71,31.362132155408908,0,1,0,3,1,3,2,3,0,1,80,9,54.25,4,1.99563519459755,2,2,1,0,0,1,"[40, 19, 30, 90]",99,((19 - 40) + (30 + 90))
1585,4,63,30.0055550412475,0,3,0,2,2,2,2,2,0,1,249,53,34.5,1,1.568201724066995,3,1,1,0,1,2,"[89, 27, 80, 90]",37,(27 + (90 / (89 - 80)))
1586,4,71,32.5832267687942,0,1,0,2,2,2,2,1,0,0,110,35,11.5,0,1.7160033436347992,2,1,2,0,0,2,"[20, 39, 87, 16]",52,((20 - 39) + (87 - 16))
1587,3,44,23.24507116214819,0,2,0,2,1,2,2,1,0,0,32,35,52.666666666666664,0,1.9777236052888478,2,1,1,0,0,1,"[60, 16, 51]",95,((60 - 16) + 51)
1588,4,92,42.44506253185797,1,3,0,1,3,1,2,0,0,0,178,20,10.25,4,1.863322860120456,3,2,1,0,0,1,"[93, 88, 1, 69]",73,((93 - (88 + 1)) + 69)
1589,3,56,28.71120571019847,0,2,0,2,1,2,1,0,2,1,134,39,14.666666666666664,1,1.6532125137753437,2,1,1,0,0,1,"[84, 67, 28]",45,((84 - 67) + 28)
1590,3,79,41.40450861118065,0,1,0,1,2,1,0,0,0,2,88,44,2.6666666666666643,0,1.6812412373755872,2,1,1,0,0,1,"[31, 92, 13]",48,(92 - (31 + 13))
1591,3,58,33.201405592735576,0,1,0,2,1,2,2,0,0,0,78,1,37.333333333333336,0,1.9777236052888478,2,1,1,0,0,1,"[39, 96, 38]",95,((96 - 39) + 38)
1593,3,95,47.885279575251516,1,1,0,1,2,1,1,0,0,2,119,78,27.0,0,1.2787536009528289,2,0,1,1,0,1,"[39, 97, 2]",19,(97 - (39 * 2))
1594,3,56,30.28751117760146,0,2,0,0,3,0,1,1,0,2,134,48,26.666666666666664,0,1.4313637641589874,2,1,1,0,0,1,"[67, 19, 75]",27,((19 - 67) + 75)
1595,4,58,25.091499224504968,0,1,0,3,1,3,2,1,0,0,143,52,16.25,2,1.414973347970818,2,1,0,0,2,2,"[20, 78, 39, 32]",26,((20 + 32) / (78 / 39))
1596,4,57,23.991317874042128,0,2,0,1,3,1,0,0,1,2,175,33,1.75,2,1.7481880270062005,3,0,1,1,1,2,"[49, 89, 32, 61]",56,((49 / (89 - 61)) * 32)
1597,3,78,39.06831623366092,0,2,0,1,2,1,0,0,2,1,112,43,5.333333333333336,1,1.6812412373755872,2,1,1,0,0,1,"[56, 91, 13]",48,((91 - 56) + 13)
1598,3,61,31.480152477394387,1,1,0,2,1,2,1,0,1,1,31,17,43.0,1,1.9030899869919435,2,0,1,1,0,1,"[2, 46, 63]",80,((2 * 63) - 46)
1599,4,37,16.580611166861935,0,4,0,1,3,1,1,0,0,2,226,56,31.75,1,1.5185139398778875,2,1,2,0,0,2,"[52, 57, 89, 61]",33,((57 - 52) + (89 - 61))
1600,4,88,43.45495752308744,1,2,0,2,2,2,2,1,0,1,123,38,13.5,0,1.7708520116421442,2,0,2,1,0,2,"[10, 97, 66, 9]",59,((10 * 9) - (97 - 66))
1601,3,90,51.39390365922143,2,1,0,0,3,0,2,1,0,2,23,15,44.333333333333336,1,1.8920946026904804,2,0,1,1,0,1,"[5, 3, 93]",78,(93 - (5 * 3))
1602,4,57,26.057628441590765,2,1,0,2,2,2,1,0,0,2,16,27,60.5,2,1.9344984512435677,2,2,1,0,0,1,"[8, 2, 59, 33]",86,((2 - 8) + (59 + 33))
1603,3,85,42.579337712087536,1,1,0,1,2,1,1,0,0,2,97,53,9.0,0,1.5440680443502757,2,0,1,1,0,1,"[41, 3, 88]",35,((41 * 3) - 88)
1604,4,49,20.61350689879494,1,1,0,1,3,1,2,0,2,1,78,5,18.75,1,1.7075701760979363,2,2,1,0,0,1,"[7, 27, 56, 39]",51,((7 + 27) + (56 - 39))
1605,3,19,10.214368964029708,0,3,0,2,1,2,1,1,1,0,221,64,52.33333333333333,0,1.505149978319906,2,0,1,0,1,2,"[80, 77, 96]",32,(96 / (80 - 77))
1606,4,64,27.718826333979823,1,1,0,2,2,2,0,1,0,1,88,42,2.5,2,1.414973347970818,3,1,0,1,1,1,"[17, 4, 25, 68]",26,((17 * (4 / 68)) + 25)
1607,3,28,14.047538337136984,0,1,0,3,0,3,2,0,0,0,72,12,2.6666666666666643,1,1.6020599913279625,2,1,1,0,0,1,"[36, 52, 24]",40,((52 - 36) + 24)
1608,4,77,34.76108935769035,1,1,0,2,2,2,0,1,0,2,91,47,3.5,1,1.5440680443502757,2,1,1,1,0,1,"[82, 13, 26, 5]",35,((26 * 5) - (82 + 13))
1609,3,20,10.583005244258363,1,0,0,3,0,3,1,1,0,0,0,16,28.0,0,1.6232492903979006,2,2,0,0,0,0,"[10, 26, 6]",42,((10 + 26) + 6)
1610,4,80,37.606515392947536,1,2,0,3,1,3,1,0,1,1,97,16,26.75,4,1.8325089127062364,3,0,2,0,1,3,"[61, 4, 16, 84]",68,(61 - (84 / (4 - 16)))
1611,4,32,13.275918047351754,1,0,0,3,1,3,3,1,0,0,51,14,3.75,3,1.3424226808222062,2,0,1,0,2,3,"[18, 15, 4, 36]",22,((15 - 4) / (18 / 36))
1612,4,50,25.526130402654715,1,1,0,3,1,3,0,1,0,1,110,45,17.75,0,1.1139433523068367,3,2,1,0,0,1,"[47, 58, 8, 10]",13,((58 - (47 + 8)) + 10)
1613,3,33,17.578395831246947,1,0,0,2,1,2,0,1,0,1,64,27,14.0,1,1.041392685158225,2,1,1,0,0,1,"[5, 32, 38]",11,((5 - 32) + 38)
1614,4,39,16.132265804901678,1,0,1,1,3,1,4,0,0,0,85,10,7.25,1,1.5797835966168101,3,1,1,0,1,2,"[33, 33, 48, 9]",38,(48 - ((33 / 33) + 9))
1615,4,85,34.93804039534368,1,3,0,2,2,2,2,3,0,1,104,10,49.0,3,2.0,2,1,0,1,1,1,"[90, 54, 55, 5]",100,((90 / 54) * (55 + 5))
1616,4,84,39.969780251251485,1,3,0,1,3,1,2,0,0,2,180,16,8.25,2,1.8512583487190752,2,1,2,0,0,2,"[82, 87, 79, 3]",71,((82 - 87) + (79 - 3))
1617,4,80,33.9067348275629,1,2,0,2,2,2,1,2,0,0,146,28,8.5,2,1.7781512503836436,3,2,1,0,0,1,"[8, 45, 65, 88]",60,((45 - (8 + 65)) + 88)
1618,4,66,27.209067116190024,0,2,0,2,2,2,0,2,2,0,162,31,4.5,1,1.7781512503836436,2,1,2,0,0,2,"[25, 91, 50, 56]",60,((91 - 25) + (50 - 56))
1619,3,18,9.29157324317757,0,0,0,1,2,1,1,0,0,2,72,13,5.333333333333336,0,1.4471580313422192,2,1,1,0,0,1,"[36, 23, 41]",28,((23 - 36) + 41)
1620,3,54,27.610384519838423,0,1,0,2,1,2,1,1,1,0,98,49,18.666666666666664,0,1.3222192947339193,2,1,1,0,0,1,"[33, 16, 70]",21,(70 - (33 + 16))
1621,3,39,20.5993527406405,0,3,0,1,2,1,0,0,0,2,122,8,15.333333333333329,0,1.9242792860618816,2,1,1,0,0,1,"[92, 53, 61]",84,((92 + 53) - 61)
1622,4,69,36.0416425818802,0,2,0,2,2,2,3,0,0,0,186,41,7.5,0,1.7160033436347992,2,2,1,0,0,1,"[33, 24, 88, 93]",52,((33 + 24) + (88 - 93))
1623,3,22,11.239810200058244,0,3,0,2,1,2,0,2,1,0,184,29,19.33333333333333,0,1.7993405494535817,2,1,1,0,0,1,"[92, 70, 85]",63,((70 - 92) + 85)
1624,4,50,23.71181140275875,2,1,0,3,1,3,0,1,0,2,69,30,0.75,2,1.3424226808222062,3,0,2,0,1,3,"[5, 32, 52, 2]",22,(32 - ((52 - 2) / 5))
1625,4,57,24.535688292770594,1,1,0,2,2,2,0,1,1,2,27,23,57.0,1,1.9294189257142929,3,1,1,1,0,1,"[62, 28, 17, 5]",85,((62 - (28 + 17)) * 5)
1626,4,51,23.05609102457165,0,2,0,3,1,3,2,0,2,0,132,23,3.75,0,1.6901960800285136,3,1,0,1,1,1,"[32, 72, 21, 56]",49,((56 + (72 * 21)) / 32)
1627,3,72,37.16629297271027,1,1,0,3,0,3,0,1,1,0,98,62,20.666666666666664,1,1.255272505103306,2,0,1,0,1,2,"[80, 8, 28]",18,(28 - (80 / 8))
1628,3,25,14.153915830374762,0,3,0,1,2,1,1,2,0,1,180,26,17.33333333333333,0,1.806179973983887,2,1,1,0,0,1,"[90, 89, 65]",64,((89 - 90) + 65)
1629,3,53,27.790885796126275,0,1,0,1,2,1,2,1,0,0,54,12,43.333333333333336,0,1.9637878273455553,2,1,1,0,0,1,"[27, 80, 39]",92,((80 - 27) + 39)
1630,4,77,40.9257457679963,2,2,0,1,3,1,1,0,1,2,121,39,1.25,0,1.6232492903979006,3,1,1,1,0,1,"[71, 4, 7, 81]",42,(7 * (81 - (71 + 4)))
1631,4,55,25.708299567779015,0,2,0,3,1,3,1,1,0,0,208,66,31.75,0,1.4313637641589874,3,2,1,0,0,1,"[64, 38, 40, 93]",27,((38 - (64 + 40)) + 93)
1632,4,63,28.827070610799147,1,2,0,2,2,2,4,1,0,1,135,39,13.5,4,1.4313637641589874,3,0,1,1,1,2,"[33, 60, 3, 66]",27,((33 * (60 / 66)) - 3)
1633,4,69,32.09750769140807,0,1,0,3,1,3,0,2,0,1,120,44,3.75,2,1.5440680443502757,2,2,1,0,0,1,"[79, 16, 50, 10]",35,((79 + 16) - (50 + 10))
1634,3,36,18.734993995195193,1,0,0,1,2,1,3,1,0,0,25,2,23.0,2,1.6720978579357175,2,1,0,0,1,1,"[18, 45, 9]",47,((18 / 9) + 45)
1635,3,60,30.0055550412475,1,1,0,2,1,2,0,0,0,2,2,31,61.33333333333333,2,1.968482948553935,2,0,1,1,0,1,"[2, 62, 31]",93,((2 * 62) - 31)
1636,3,27,13.576941236277534,0,0,0,2,1,2,0,0,1,1,34,11,25.333333333333332,0,1.7403626894942439,2,1,1,0,0,1,"[28, 44, 17]",55,((28 + 44) - 17)
1637,3,11,6.082762530298219,0,0,0,2,1,2,1,2,1,0,41,11,7.0,2,1.0,2,0,1,1,0,1,"[20, 10, 21]",10,(10 * (21 - 20))
1638,3,25,14.433756729740644,2,0,1,1,2,1,1,3,0,2,29,19,2.333333333333334,4,1.041392685158225,2,1,0,0,1,1,"[30, 5, 5]",11,((30 / 5) + 5)
1639,4,47,22.983689869122408,2,0,0,1,3,1,0,2,2,2,77,35,8.75,2,1.146128035678238,3,0,0,2,1,1,"[49, 5, 35, 2]",14,((49 * (5 / 35)) * 2)
1640,3,14,7.3711147958319945,0,3,0,1,2,1,0,1,2,0,154,3,11.333333333333329,0,1.9731278535996986,2,1,1,0,0,1,"[91, 77, 80]",94,((91 - 77) + 80)
1641,3,59,29.512709126747414,1,1,0,2,1,2,1,0,1,0,64,28,2.0,1,1.5440680443502757,2,1,1,0,0,1,"[63, 4, 32]",35,((63 + 4) - 32)
1642,3,55,30.171730698343,1,1,0,2,1,2,1,0,2,0,36,14,20.666666666666668,0,1.6901960800285136,2,0,1,1,0,1,"[14, 8, 63]",49,((14 * 8) - 63)
1643,3,18,9.073771725877467,0,3,0,1,2,1,0,1,2,1,140,11,2.6666666666666714,0,1.8195439355418688,2,1,1,0,0,1,"[59, 70, 77]",66,((59 - 70) + 77)
1644,3,54,27.02468007827906,1,1,0,2,1,2,1,0,1,1,4,25,52.66666666666667,1,1.9084850188786497,2,1,1,0,0,1,"[56, 2, 27]",81,((56 - 2) + 27)
1645,3,89,45.63259069276402,1,1,0,2,1,2,0,1,0,1,65,28,22.333333333333336,0,1.8195439355418688,2,0,1,1,0,1,"[32, 5, 94]",66,((32 * 5) - 94)
1646,3,32,16.010413278030438,0,3,0,1,2,1,1,0,0,1,152,15,1.3333333333333286,0,1.8920946026904804,2,1,1,0,0,1,"[93, 76, 61]",78,((93 - 76) + 61)
1648,4,82,37.133767202731626,0,2,0,3,1,3,1,2,0,1,85,8,53.75,3,2.0,3,1,0,0,2,2,"[92, 23, 60, 10]",100,((92 / (23 / 10)) + 60)
1649,3,77,42.82911782109612,0,2,0,2,1,2,0,0,0,1,176,71,43.33333333333333,0,1.3617278360175928,2,1,1,0,0,1,"[88, 17, 94]",23,((17 - 88) + 94)
1650,3,39,21.962088546705512,0,2,0,1,2,1,2,0,1,1,126,41,27.333333333333336,0,1.3424226808222062,2,1,1,0,0,1,"[61, 63, 24]",22,((61 - 63) + 24)
1651,4,59,27.035470527931757,0,2,0,1,3,1,1,1,0,2,90,14,44.25,0,1.9493900066449128,3,2,1,0,0,1,"[29, 75, 16, 59]",89,((75 - (29 + 16)) + 59)
1652,4,44,22.241103090149704,0,2,0,0,4,0,2,1,0,2,102,17,6.0,2,1.6232492903979006,2,2,1,0,0,1,"[19, 51, 59, 15]",42,((19 - 51) + (59 + 15))
1653,3,39,21.962088546705512,0,1,0,1,2,1,0,1,0,2,82,2,27.333333333333336,0,1.9138138523837167,2,1,1,0,0,1,"[80, 41, 43]",82,((80 - 41) + 43)
1654,4,87,36.84539772255598,1,2,0,3,1,3,2,1,0,1,87,8,51.75,1,1.9912260756924949,3,0,2,0,1,3,"[34, 3, 58, 90]",98,(90 - ((34 - 58) / 3))
1655,4,10,4.320493798938574,0,4,0,4,0,4,1,1,0,0,279,45,39.0,0,1.6127838567197355,2,1,1,0,1,2,"[76, 86, 78, 80]",41,((86 + 78) / (80 - 76))
1656,3,27,13.868429375143146,0,3,0,2,1,2,1,0,1,0,128,8,23.33333333333333,0,1.99563519459755,2,1,1,0,0,1,"[91, 64, 72]",99,((91 - 64) + 72)
1657,3,29,15.716233645501712,0,1,0,2,1,2,1,1,0,0,138,54,36.0,0,1.1760912590556813,2,1,1,0,0,1,"[69, 40, 44]",15,((40 - 69) + 44)
1658,4,67,27.814864131731195,0,3,0,2,2,2,1,0,0,2,250,84,53.5,1,1.0791812460476249,3,2,1,0,0,1,"[96, 29, 73, 64]",12,((73 - (96 + 29)) + 64)
1659,3,12,6.429100507328637,0,3,0,0,3,0,2,0,0,1,114,2,9.333333333333336,0,1.8512583487190752,2,1,1,0,0,1,"[59, 57, 69]",71,((59 - 57) + 69)
1660,3,85,48.507731342539614,0,1,0,1,2,1,1,1,1,1,29,1,55.0,0,1.9867717342662448,2,0,1,1,0,1,"[98, 13, 15]",97,((13 * 15) - 98)
1661,3,28,14.0,0,0,0,3,0,3,1,1,0,0,24,14,28.0,0,1.7323937598229686,2,1,1,0,0,1,"[26, 12, 40]",54,((26 - 12) + 40)
1662,4,23,11.528949070347508,0,0,0,1,3,1,1,1,1,2,99,27,14.25,1,1.146128035678238,3,1,1,0,1,2,"[19, 35, 18, 41]",14,(18 - ((35 + 41) / 19))
1663,4,50,26.664583251946766,1,2,0,2,2,2,3,0,0,1,83,8,17.5,1,1.7075701760979363,3,0,2,1,0,2,"[12, 59, 9, 54]",51,((12 * (59 - 54)) - 9)
1664,4,75,35.52815784698103,0,2,0,1,3,1,3,0,1,1,153,10,26.25,1,1.9344984512435677,3,2,0,0,1,1,"[39, 83, 96, 21]",86,(83 + ((96 + 21) / 39))
1665,3,63,33.26158945891392,1,2,0,1,2,1,0,2,0,1,63,3,22.333333333333336,2,1.8129133566428555,2,0,1,1,0,1,"[5, 55, 68]",65,(5 * (68 - 55))
1666,3,60,32.80751946327752,0,2,0,1,2,1,0,2,1,0,190,67,44.66666666666667,1,1.4471580313422192,2,1,1,0,0,1,"[35, 88, 95]",28,((35 + 88) - 95)
1667,3,44,23.245071162148186,1,1,0,1,2,1,1,0,1,1,32,9,17.333333333333332,0,1.6232492903979006,2,1,1,0,0,1,"[7, 16, 51]",42,((7 - 16) + 51)
1668,3,29,15.947831618540913,0,2,0,1,2,1,0,1,0,1,110,26,15.333333333333336,1,1.505149978319906,2,1,1,0,0,1,"[55, 29, 58]",32,((29 - 55) + 58)
